timestamps,humidity,temperature,12HrsHighTemp,12HrsHighHumid
1600180870.0,99.9,29.5,1,1
1600181170.0,99.9,29.5,1,1
1600181470.0,99.9,29.5,1,1
1600181770.0,99.9,29.4,1,1
1600182070.0,99.9,29.4,1,1
1600182370.0,99.9,29.4,1,1
1600182670.0,99.9,29.4,1,1
1600182970.0,99.9,29.4,1,1
1600183270.0,99.9,29.4,1,1
1600183570.0,99.9,29.4,1,1
1600183870.0,99.9,29.4,1,1
1600184170.0,99.9,29.4,1,1
1600184470.0,99.9,29.4,1,1
1600184770.0,99.9,29.3,1,1
1600185070.0,99.9,29.3,1,1
1600185370.0,99.9,29.4,1,1
1600185670.0,99.9,29.4,1,1
1600185970.0,99.9,29.4,1,1
1600186270.0,99.9,29.3,1,1
1600186570.0,99.9,29.3,1,1
1600186870.0,99.9,29.3,1,1
1600187170.0,99.9,29.3,1,1
1600187470.0,99.9,29.3,1,1
1600187770.0,99.9,29.3,1,1
1600188070.0,99.9,29.3,1,1
1600188370.0,99.9,29.3,1,1
1600188670.0,99.9,29.3,1,1
1600188970.0,99.9,29.3,1,1
1600189270.0,99.9,29.3,1,1
1600189570.0,99.9,29.3,1,1
1600189870.0,99.9,29.3,1,1
1600190170.0,99.9,29.3,1,1
1600190470.0,99.9,29.3,1,1
1600190770.0,99.9,29.3,1,1
1600191070.0,99.9,29.3,1,1
1600191370.0,99.9,29.3,1,1
1600191670.0,99.9,29.3,1,1
1600191970.0,99.9,29.3,1,1
1600192270.0,99.9,29.3,1,1
1600192570.0,99.9,29.3,1,1
1600192870.0,99.9,29.3,1,1
1600193170.0,99.9,29.3,1,1
1600193470.0,99.9,29.3,1,1
1600193770.0,99.9,29.2,1,1
1600194070.0,99.9,29.3,1,1
1600194370.0,99.9,29.2,1,1
1600194670.0,99.9,29.2,1,1
1600194970.0,99.9,29.2,1,1
1600195270.0,99.9,29.2,1,1
1600195570.0,99.9,29.2,1,1
1600195870.0,99.9,29.2,1,1
1600196170.0,99.9,29.2,1,1
1600196470.0,99.9,29.1,1,1
1600196770.0,99.9,29.1,1,1
1600197070.0,99.9,29.1,1,1
1600197370.0,99.9,29.1,1,1
1600197670.0,99.9,29.1,1,1
1600197970.0,99.9,29.0,1,1
1600198270.0,99.9,29.0,1,1
1600198570.0,99.9,29.0,1,1
1600198870.0,99.9,29.0,1,1
1600199170.0,99.9,29.0,1,1
1600199470.0,99.9,29.0,1,1
1600199770.0,99.9,29.0,1,1
1600200070.0,99.9,29.0,1,1
1600200370.0,99.9,28.9,1,1
1600200670.0,99.9,28.9,1,1
1600200970.0,99.9,28.9,1,1
1600201270.0,99.9,28.9,1,1
1600201570.0,99.9,28.9,1,1
1600201870.0,99.9,28.9,1,1
1600202170.0,99.9,28.9,1,1
1600202470.0,99.9,28.9,1,1
1600202770.0,99.9,28.9,1,1
1600203070.0,99.9,28.9,1,1
1600203370.0,99.9,28.8,1,1
1600203670.0,99.9,28.8,1,1
1600203970.0,99.9,28.8,1,1
1600204270.0,99.9,28.8,1,1
1600204570.0,99.9,28.8,1,1
1600204870.0,99.9,28.8,1,1
1600205170.0,99.9,28.8,1,1
1600205470.0,99.9,28.8,1,1
1600205770.0,99.9,28.7,1,1
1600206070.0,99.9,28.7,1,1
1600206370.0,99.9,28.8,1,1
1600206670.0,99.9,28.8,0,1
1600206970.0,99.9,28.7,0,1
1600207270.0,99.9,28.8,0,1
1600207570.0,99.9,28.8,0,1
1600207870.0,99.9,28.8,0,1
1600208170.0,99.9,28.8,0,1
1600208470.0,99.9,28.9,0,1
1600208770.0,99.9,28.9,0,1
1600209070.0,99.9,28.9,0,1
1600209370.0,99.9,29.0,0,1
1600209670.0,99.9,29.1,0,1
1600209970.0,99.9,29.2,0,1
1600210270.0,99.9,29.3,0,1
1600210570.0,99.9,29.4,0,1
1600210870.0,99.9,29.5,0,1
1600211170.0,99.9,29.6,0,1
1600211470.0,99.9,29.8,0,1
1600211770.0,99.9,30.0,0,1
1600212070.0,99.9,30.2,0,1
1600212370.0,99.9,30.4,0,1
1600212670.0,99.9,30.7,0,1
1600212970.0,99.9,30.9,0,1
1600213270.0,99.9,31.1,0,1
1600213570.0,99.9,31.4,0,1
1600213870.0,99.9,31.6,0,1
1600214170.0,99.9,31.8,0,1
1600214470.0,99.9,32.0,0,1
1600214770.0,95.3,32.0,0,1
1600215070.0,94.5,32.1,0,1
1600215370.0,94.6,32.1,0,1
1600215670.0,94.5,32.1,0,1
1600215970.0,93.9,32.2,0,1
1600216270.0,93.5,32.2,0,1
1600216570.0,92.9,32.4,0,1
1600216870.0,92.7,32.6,0,1
1600217170.0,91.7,32.8,0,1
1600217470.0,91.3,33.0,0,1
1600217770.0,91.3,33.2,0,1
1600218070.0,90.4,33.4,0,1
1600218370.0,2.4,33.2,0,1
1600218670.0,91.3,33.2,0,1
1600218970.0,92.4,33.2,0,1
1600219270.0,91.0,33.1,0,1
1600219570.0,91.3,32.9,0,1
1600219870.0,93.2,32.9,0,1
1600220170.0,91.2,33.0,0,1
1600220470.0,92.9,32.9,0,1
1600220770.0,90.6,32.9,0,1
1600221070.0,92.0,33.1,0,1
1600221370.0,90.7,33.3,0,1
1600221670.0,91.8,33.4,0,1
1600221970.0,87.5,33.4,0,1
1600222270.0,90.6,33.4,0,1
1600222570.0,87.3,33.4,0,1
1600222870.0,91.1,33.6,0,1
1600223170.0,90.3,33.6,0,1
1600223470.0,89.9,33.6,0,1
1600223770.0,90.1,33.6,0,1
1600224070.0,90.2,33.6,0,1
1600224370.0,90.7,33.5,0,1
1600224670.0,91.7,33.2,0,1
1600224970.0,91.1,33.2,0,1
1600225271.0,92.4,33.1,0,1
1600225571.0,91.9,32.8,0,1
1600225871.0,93.0,32.5,0,1
1600226171.0,91.2,32.4,0,1
1600226471.0,91.0,32.7,0,1
1600226771.0,91.3,32.9,0,1
1600227071.0,91.4,33.1,0,1
1600227371.0,90.7,33.4,0,1
1600227671.0,86.5,33.6,0,1
1600227971.0,91.6,33.7,0,1
1600228271.0,91.8,33.5,0,1
1600228571.0,93.8,33.1,0,1
1600228871.0,94.2,32.8,0,1
1600229171.0,97.2,32.6,0,1
1600229471.0,97.6,32.3,0,1
1600229771.0,99.4,31.9,0,1
1600230071.0,99.7,31.9,0,1
1600230371.0,99.9,32.0,0,1
1600230671.0,99.3,32.1,0,1
1600230971.0,98.5,32.3,0,1
1600231271.0,97.9,32.6,0,1
1600231571.0,94.4,33.1,0,1
1600231871.0,94.3,33.6,0,1
1600232171.0,91.8,33.8,0,1
1600232471.0,92.0,34.0,0,1
1600232771.0,91.3,34.1,0,1
1600233071.0,91.4,34.2,0,1
1600233371.0,92.1,34.1,0,1
1600233671.0,90.9,34.2,0,1
1600233971.0,92.0,34.2,0,1
1600234271.0,90.5,34.3,0,1
1600234571.0,91.7,34.4,0,1
1600234871.0,90.2,34.4,0,1
1600235171.0,91.6,34.2,0,1
1600235471.0,90.9,34.0,0,1
1600235771.0,92.2,33.7,0,1
1600236071.0,92.3,33.5,0,1
1600236371.0,94.0,33.5,0,1
1600236671.0,92.3,33.2,0,1
1600236971.0,94.6,33.2,0,1
1600237271.0,92.1,33.4,0,1
1600237571.0,93.5,33.4,0,1
1600237871.0,91.9,33.3,0,1
1600238171.0,93.9,33.3,0,1
1600238471.0,91.9,33.3,0,1
1600238771.0,92.4,33.3,0,1
1600239071.0,91.3,33.3,0,1
1600239371.0,93.2,33.3,0,1
1600239671.0,91.5,33.2,0,1
1600239971.0,93.1,33.1,0,1
1600240271.0,91.4,33.0,0,1
1600240571.0,93.2,32.9,0,1
1600240871.0,91.7,32.8,0,1
1600241171.0,94.1,32.8,0,1
1600241471.0,92.0,32.7,0,1
1600241771.0,93.9,32.4,0,1
1600242071.0,92.3,32.3,0,1
1600242371.0,94.1,32.1,0,1
1600242671.0,92.3,32.0,0,1
1600242971.0,92.8,32.0,0,1
1600243271.0,90.9,32.0,0,1
1600243571.0,91.7,32.3,0,1
1600243871.0,90.0,32.9,0,1
1600244171.0,87.5,33.4,0,1
1600244471.0,86.2,33.7,1,1
1600244771.0,85.4,34.0,1,1
1600245071.0,82.5,34.1,1,1
1600245371.0,81.7,34.0,1,1
1600245671.0,84.2,33.8,1,1
1600245971.0,84.7,33.5,1,1
1600246271.0,89.0,33.3,1,1
1600246571.0,91.8,32.9,1,1
1600246871.0,93.5,32.5,1,1
1600247171.0,94.4,32.0,1,1
1600247471.0,95.9,31.7,1,1
1600247771.0,97.7,31.6,1,1
1600248071.0,98.4,31.5,1,1
1600248371.0,96.1,31.6,1,1
1600248671.0,96.4,31.6,1,1
1600248971.0,98.9,31.7,1,1
1600249271.0,96.6,31.6,1,1
1600249571.0,94.7,31.5,1,1
1600249871.0,98.4,31.5,1,1
1600250171.0,95.9,31.4,1,1
1600250471.0,96.7,31.2,1,1
1600250771.0,97.9,31.1,1,1
1600251071.0,98.3,31.0,1,1
1600251371.0,98.6,30.9,1,1
1600251671.0,99.4,30.9,1,1
1600251971.0,99.8,30.9,1,1
1600252271.0,99.6,30.9,1,1
1600252571.0,99.9,30.8,1,1
1600252871.0,99.9,30.8,1,1
1600253171.0,99.9,30.8,1,1
1600253471.0,99.9,30.8,1,1
1600253771.0,99.9,30.8,1,1
1600254071.0,99.9,30.7,1,1
1600254371.0,99.9,30.7,1,1
1600254671.0,99.9,30.7,1,1
1600254971.0,99.9,30.6,1,1
1600255271.0,99.9,30.6,1,1
1600255571.0,99.9,30.6,1,1
1600255871.0,99.9,30.5,1,1
1600256171.0,99.9,30.5,1,1
1600256471.0,99.9,30.5,1,1
1600256771.0,99.9,30.5,1,1
1600257071.0,99.9,30.5,1,1
1600257371.0,99.9,30.5,1,1
1600257671.0,99.9,30.4,1,1
1600257971.0,99.9,30.4,1,1
1600258271.0,99.9,30.4,1,1
1600258571.0,99.9,30.4,1,1
1600258871.0,99.9,30.4,1,1
1600259171.0,99.9,30.4,1,1
1600259471.0,99.9,30.3,1,1
1600259771.0,99.9,30.3,1,1
1600260071.0,99.9,30.3,1,1
1600260371.0,99.9,30.2,1,1
1600260671.0,99.9,30.2,1,1
1600260971.0,99.9,30.2,1,1
1600261271.0,99.9,30.2,1,1
1600261571.0,99.9,30.2,1,1
1600261871.0,99.9,30.2,1,1
1600262171.0,99.9,30.1,1,1
1600262471.0,99.9,30.1,1,1
1600262771.0,99.9,30.1,1,1
1600263071.0,99.9,30.1,1,1
1600263371.0,99.9,30.1,1,1
1600263671.0,99.9,30.1,1,1
1600263971.0,99.9,30.1,1,1
1600264271.0,99.9,30.1,1,1
1600264571.0,99.9,30.1,1,1
1600264871.0,99.9,30.0,1,1
1600265171.0,99.9,30.0,1,1
1600265471.0,99.9,30.0,1,1
1600265771.0,99.9,30.0,1,1
1600266071.0,99.9,29.9,1,1
1600266371.0,99.9,29.9,1,1
1600266671.0,99.9,29.9,1,1
1600266971.0,99.9,29.9,1,1
1600267271.0,99.9,29.9,1,1
1600267571.0,99.9,29.9,1,1
1600267871.0,99.9,29.9,1,1
1600268171.0,99.9,29.9,1,1
1600268471.0,99.9,29.9,1,1
1600268771.0,99.9,29.9,1,1
1600269071.0,99.9,29.9,1,1
1600269371.0,99.9,29.8,1,1
1600269671.0,99.9,29.9,1,1
1600269971.0,99.9,29.8,1,1
1600270271.0,99.9,29.8,1,1
1600270571.0,99.9,29.8,1,1
1600270871.0,99.9,29.8,1,1
1600271171.0,99.9,29.7,1,1
1600271471.0,99.9,29.7,1,1
1600271771.0,99.9,29.7,1,1
1600272071.0,99.9,29.7,1,1
1600272371.0,99.9,29.7,1,1
1600272671.0,99.9,29.7,1,1
1600272971.0,99.9,29.7,1,1
1600273271.0,99.9,29.7,1,1
1600273571.0,99.9,29.7,1,1
1600273871.0,99.9,29.7,1,1
1600274171.0,99.9,29.7,1,1
1600274471.0,99.9,29.7,1,1
1600274771.0,99.9,29.6,1,1
1600275071.0,99.9,29.6,1,1
1600275371.0,99.9,29.6,1,1
1600275671.0,99.9,29.6,1,1
1600275971.0,99.9,29.6,1,1
1600276271.0,99.9,29.6,1,1
1600276571.0,99.9,29.6,1,1
1600276871.0,99.9,29.6,1,1
1600277171.0,99.9,29.6,1,1
1600277471.0,99.9,29.6,1,1
1600277771.0,99.9,29.5,1,1
1600278071.0,99.9,29.5,1,1
1600278371.0,99.9,29.5,1,1
1600278671.0,99.9,29.5,1,1
1600278971.0,99.9,29.5,1,1
1600279271.0,99.9,29.4,1,1
1600279571.0,99.9,29.4,1,1
1600279871.0,99.9,29.5,1,1
1600280171.0,99.9,29.4,1,1
1600280471.0,99.9,29.4,1,1
1600280771.0,99.9,29.4,1,1
1600281071.0,99.9,29.4,1,1
1600281371.0,99.9,29.4,1,1
1600281671.0,99.9,29.4,1,1
1600281971.0,99.9,29.4,1,1
1600282271.0,99.9,29.4,1,1
1600282571.0,99.9,29.4,1,1
1600282871.0,99.9,29.4,1,1
1600283171.0,99.9,29.3,1,1
1600283471.0,99.9,29.3,1,1
1600283771.0,99.9,29.3,1,1
1600284071.0,99.9,29.3,1,1
1600284371.0,99.9,29.3,1,1
1600284671.0,99.9,29.3,1,1
1600284971.0,99.9,29.3,1,1
1600285271.0,99.9,29.2,1,1
1600285571.0,99.9,29.2,1,1
1600285871.0,99.9,29.2,1,1
1600286171.0,99.9,29.2,1,1
1600286471.0,99.9,29.2,1,1
1600286771.0,99.9,29.2,1,1
1600287071.0,99.9,29.2,1,1
1600287371.0,99.9,29.2,1,1
1600287671.0,99.9,29.2,1,1
1600287971.0,99.9,29.2,1,1
1600288271.0,99.9,29.2,1,1
